著作id,出版著作名称,著作类别,ISBN号,编辑,出版时间,总字数（万字）,国家/地区,语种,出版社,全文地址,署名单位,归属二级单位编码,归属二级单位名称,其他署名单位,成员信息,校内成员账号
142,基础化学,教材,978-7-117-26656-7,,2018-09-01,62.1,,中文,人民卫生出版社,,中山大学,36000.0,药学院,,李雪华、陈朝军、尚京川、刘君、籍雪平、马勇、叶建涛（050193）、李祥子、杨金香、林毅、赵全芹、胡新、钮因尧、高中洪、黄燕军、章小丽、傅迎,050193
143,无机化学实验,教材,978-7-03-048861-9,,2016-06-01,17.8,,中文,科学出版社,,中山大学,36000.0,药学院,,陆家政 、李雪华 、赵 平 、石松利 、叶建涛（050193）、由丽梅、李 容 、李君君、李福森、杨小丽、何 娟 、何丽新 、张丽萍、陈 菲 、陈志琼、陈思羽 、荀宝迪 、范荣华 、周昊霏、赵力民、姚华刚 、姚秀琼 、施伟梅 、徐恒瑰 、黄静 、蒋 京、曾宪栋 、曾琦华、管小艳,050193
144,基础化学学习指导与习题集,教材,978-7-117-28163-8,,2019-04-01,60.4,,中文,人民卫生出版社,,中山大学,36000.0,药学院,,李雪华、陈朝军、刘  君、傅  迎              、杨金香、赵全芹              、于  昆、马  勇、马汝海、王金铃、王美玲、尹计秋、叶建涛（050193）、申小爱、母昭德、乔秀文、庄海旗、刘国杰、杜中玉、李  蓉、李向荣、李祥子、李福森、宋  慧、张万明、林  毅、尚京川、孟凌华、武世奎、胡  新、钮因尧、贺艳斌、凌爱霞、高中洪、席晓岚、黄燕军、章小丽、喻  芳、蒙法艳    、魏祖期、籍雪平,050193
145,无机化学,教材,978-7-03-048852-7,,2017-01-01,68.3,中国,中文,科学出版社,,中山大学,36000.0,药学院,,张爱平、程向晖、李雪华、王美玲、乔秀文、丁冶春、叶建涛（050193）、任群翔、杨小丽、陈志琼、苗兰兰、苟宝迪、赵先英、徐丽、高静、康杰、燕小梅,050193
146,基于知识和学习能力的企业竞争优势研究,专著,9787505878297,,2009-01-01,15.0,中国,中文,经济科学出版社,,中山大学,14000.0,管理学院（创业学院）,,朱仁宏（006543）,006543
147,范畴、语境与博弈：语言逻辑研究新视角,专著,9787030389862,,2013-11-01,22.0,,中文,科学出版社,,中山大学,9050.0,逻辑与认知研究所,,文学锋（120309）,120309
148,分布式计算,教材,9787111360391,,2012-10-01,7.82,,中文,机械工业出版社,,中山大学,67000.0,计算机学院（软件学院）,,李文军（004973）、万海（006760）、周晓聪（005875）、李师贤（000538）,004973、006760、005875
149,国内第一本全科医学英汉双语教材《全科医学概论（英汉双语）》,教材,978-7-117-24570-8,,2017-06-01,44.3,,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,王家骥、徐国平、王皓翔（150178）、练玉银,150178
150,国家卫生和计划生育委员会全科医生培训“十三五”规划教材《全科医生科研方法》(第2版),教材,978-7-117-24957-7,,2017-09-01,58.4,中国,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,施榕、郭爱民、刘殿武、袁兆康、万崇华、王皓翔（150178）,150178
151,PREVENTIVE MEDICINE（预防医学）,教材,978-7-308-20295-4,,2020-07-01,93.5,,外文,浙江大学出版社,,中山大学,51000.0,公共卫生学院,,冯丹（120240）、孟晓静、倪春辉、赵进顺,120240
152,卫生统计学 学习指导与习题集,教材,978-7-117-26281-1,,2018-03-01,33.6,中国,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,李晓松、尚磊、赵杨、赵星、王静、张秋菊、石武祥、张晓琳、朱焱、乔慧、孟琼、任晓卫、李斌、李长平、胡志坚、郜艳晖、杨永利、俞慧强、杨兴华、曹莉、沈月平、赖颖斯（160234）,160234
153,空气污染与健康,专著,9787535283009,,2015-12-31,68.0,中国,中文,湖北科学技术出版社,,中山大学,51000.0,公共卫生学院,,陈仁杰、邓芙蓉、董光辉（140011）、郭新彪、韩京秀、黄靖、黄薇、阚海东、李睿、李劲松、林本成、林薇薇（140144）、林之靖、刘玉芹、马萍、孟紫强、潘小川、裴益玲、宋伟民、宋晓明、石晶金、田霖、涂星莹、王秦、武阳、袭著革、徐春雨、徐东群、杨旭、杨振华、张全喜、赵洋、赵卓慧,140011、140144
154,生态学基础,教材,978-7-03-044356-4,,2015-06-30,44.8,中国,中文,科学出版社,,中山大学,33000.0,生命科学学院,,张润杰（000046）、张古忍（006157）、杨廷宝（005021）、王永繁（006021）、方素琴（120048）,005021、006021、120048
155, Ambient Air Pollution and Health Impact in China,专著,9789811056567,,2017-12-30,22.0,,外文,Springer Nature Singapore Pte Ltd.,,中山大学,51000.0,公共卫生学院,,Zhipeng Bai、Zhongqiang Cao、Renjie Chen、Wen Chen、Yawen Chen、Zan-Xiong Chen、Furong Deng、Guang-Hui Dong、Xinbiao Guo、Bin Han、Yiling He、Li-Wen Hu、Cunrui Huang、Haidong Kan、Min-Li Kong、Wayne R. Lawrence、Xing Li、Hualiang Lin、林薇薇（140144）、Tao Liu、Yimin Liu、Rui Ma、Wenjun Ma、Yue Niu、Lihong Ren、Meng Ren、Shengzhi Sun、Yafei Tan、Linwei Tian、Qiong Wang、Suhan Wang、Xiaojie Wang、Jianpeng Xiao、Yan-Qi Xie、Bo-Yi Yang、Di Yang、Rong Yang、Wen Yang、Xuan Yang、Weilin Zeng、Xiao-Wen Zeng、Bin Zhang、Jinzhu Zhao,140144
156,中华生物医学统计大辞典-实验设计分册,编著,978-7-5037-9422-3,,2020-12-15,11.0,中国,中文,中国统计出版社,,中山大学,51000.0,公共卫生学院,,陈长生、张晋昕（030031）、颜艳,030031
157,全国卫生专业技术资格考试习题集丛书《2018全科医学精选习题集》,编著,978-7-117-25570-7,,2018-01-01,118.1,,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,王家骥、任菁菁、王皓翔（150178）,150178
158,全国卫生专业技术资格考试习题集丛书《2017全科医学模拟试卷》,编著,978-7-117-23543-3,,2016-11-01,28.8,,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,王家骥、王皓翔（150178）、马望,150178
159,全国卫生专业技术资格考试习题集丛书《2017全科医学精选习题集》,编著,978-7-117-23544-0,,2016-11-01,112.3,,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,王家骥、王皓翔（150178）、马望,150178
160,全国卫生专业技术资格考试习题集丛书《2016全科医学模拟试卷》,编著,978-7-117-21366-0,,2015-11-01,27.4,,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,王家骥、王皓翔（150178）、马望,150178
161,全国卫生专业技术资格考试习题集丛书《2016全科医学精选习题集》,编著,978-7-117-21321-9,,2015-10-01,112.3,,中文,人民卫生出版社,,中山大学,51000.0,公共卫生学院,,王家骥、王皓翔（150178）、马望,150178
162,环境化学前沿,编著,9787030620071,,2019-08-16,10.0,,中文,科学出版社,,中山大学,31000.0,化学学院,,徐剑桥（190563）、欧阳钢锋（005818）,190563、005818
163,Encyclopedia of Analytical Science (Third Edition),编著,978-0-08-101984-9,,2019-01-01,10.0,,外文,Elsevier,,中山大学,31000.0,化学学院,,徐剑桥（190563）、欧阳钢锋（005818）,190563、005818
164,《葫芦丝、巴乌、萧演奏基础教程》,教材,978-7-306-07284-9,,2021-09-01,20.1,中国,中文,中山大学出版社,,中山大学,71010.0,艺术学院,,陈柏安（199667）、金婷婷（170121）、胡妍璐（199668）,170121
165,生物化学与分子生物学实验,教材,978-7-117-31316-2,,2021-03-01,38.9,中国,中文,人民卫生出版社,,中山大学,59000.0,医学院,,何海伦、陈淑华、李文凯、汤立军、陈艳、杨中汉（011008）,011008
166,网络信息生态系统信息资源优化配置研究,专著,9787518953264,,2019-04-20,22.9,,中文,科学技术文献出版社,,中山大学,20000.0,信息管理学院,,陈明红（130334）,130334
167,城市与地方治理研究第一辑,编著,978-7-5432-2815-3,,2018-01-01,13.0,中国,中文,格致出版社,,中山大学,13000.0,政治与公共事务管理学院,,陈琤（120193）、何艳玲、夏书章（000895）、锁利铭、席尔瓦、叶林（100018）、袁竞峰、王苗苗、程哲、熊伟、褚大建、李丹、林静、宋星洲（17110195）、阚艳秋、李薇、柯永建、林建安（15210937）,120193、000895、100018
168,心血管超声分子影像学,编著,9787030425836,,2014-12-01,44.0,中国,中文,科学出版社,,中山大学,76190.0,生物医学工程学院,,蔡鹏程、曹众（140130）、陈智毅、丁尚伟、费洪文、葛舒平、何振辉、李冰城、梁琨、梁惠颖、廖剑艺、廖阳英、林雁、刘金炳、刘丽文、柳建华、吕英蒙、邱日想、田新桥、王毅翔、杨凤、杨毓雯、赵应征、周秋兰、朱石秀,140130
169,语言的发展,编著,978-7-115-57113-7,,2021-09-01,68.0,中国,中文,Pearson（培生）; 人民邮电出版社,,中山大学,15000.0,外国语学院,,L. Quentin Dixon、赵静（140119）,140119
170,《当代中国经济与社会主义意识形态互动发展研究》,专著,9787010091846,,2010-08-01,26.7,中国,中文,人民出版社,,中山大学,16000.0,教育学院,,叶启绩（005313）、谭毅（005060）、陈淑琼（012057）、陈付龙（08110274）、李文珍（020030）、姜海龙（006695）、袁清瑞（006497）、付春光（006166）、万欣荣（030117）,005060、012057、020030、006497、006166、030117
171,《当代国外社会主义意识形态发展导论》,专著,9787010091556,,2010-08-01,26.7,中国,中文,人民出版社,,中山大学,16000.0,教育学院,,郭文亮（005655）、沈成飞（070124）、陈淑琼（012057）、杨菲蓉（006646）、孙晓晖（08110279）、王经北（08110280）、罗嗣亮（100154）、刘霞（08110278）,070124、012057、100154
172,《医学伦理学》(普通高等教育 “十一五”国家级规划教材),教材,978-7-5361-3559-8,,2007-10-01,41.5,中国,中文,广东高等教育出版社,,中山大学,16000.0,教育学院,,吴素香（012044）、王庭槐（011096）、郭乡村、冯显威、梁莉、孙丽红、张晓虎、陆翠岩、李彦秋、江传月（020076）、张亮、何振、陈淑琼（012057）、周宏菊、刘秋生（811175）、欧阳永忠（005750）、章幸愉（012049）、严金海、吕志、邹宇华、邹宗峰、白洪海、吴江生、陈君、何兴梅、魏琳、陈维、邓蕊、黄妹,012057、005750
173,《当代中国社会转型时期经济建设思想的价值冲突与重构》,专著,9787010137254,,2014-12-01,24.0,中国,中文,人民出版社,,中山大学,16000.0,教育学院,,郑吴志（004044）、谭毅（005060）、陈淑琼（012057）、李文珍（020030）、胡莹（080109）、马爱云（9210244）,005060、012057、020030、080109
174,《医学与人文》,专著,9787218051475,,2010-01-01,35.0,中国,中文,广东人民出版社,,中山大学,16000.0,教育学院,,吴素香（012044）、李萍（003746）、钟明华（003969）、陈淑琼（012057）、王志康（006492）、张友元（9160198）、陈玉川（017071）、章幸愉（012049）、杨德华（015136）、赵耕源、侯灿（964177）、黄铎香、陈来成（012168）,012057
175,《毛泽东思想和中国特色社会主义理论体系概论》辅助教材,教材,978-7-5361-3715-8,,2008-12-01,32.8,中国,中文,广东高等教育出版社,,中山大学,16000.0,教育学院,,杨菲蓉（006646）、郑永廷（005420）、陈淑琼（012057）、江传月（020076）、傅义强、李兴国、赵军祥、吕志、王艳玲、李俊彪、龙柏林（040090）、李文珍（020030）、谢迪斌、李霞、刘华,012057、040090、020030
176,现代汉语书面语中跨标点句句法关系约束条件的研究,专著,9787516132418,,2014-06-01,24.0,,中文,中国社会科学出版社,,中山大学,11100.0,中国语言文学系,,张瑞朋（070126）,070126
177,来华留学生临床医学专业本科（英语）授课教学大纲,编著,978-7-302-49760-8,,2019-06-01,5.0,中国,外文,清华大学出版社,,中山大学,11100.0,中国语言文学系,,邓淑兰（012063）,012063
178,《网球运动理论与实践》,教材,978-7-306-07283-2,,2021-08-01,23.8,,中文,中山大学出版社,,中山大学,16300.0,体育部,,陈祥慧（180312）、胡锐（160334）、张保华（004617）,180312
179,《网球运动教学体系构建与专项训练研究》,专著,978-7-5692-7931-3,,2020-12-01,20.0,,中文,吉林大学出版社,,中山大学,16300.0,体育部,,陈祥慧（180312）,180312
180,Development of Novel Solid-Phase Microextraction Fibers,编著,978-3-662-53596-7,欧阳钢锋,2017-01-01,10.0,,外文,Springer,,中山大学,31000.0,化学学院,,徐剑桥（190563）、欧阳钢锋（005818）,190563、005818
181,生物化学与分子生物学同步习题集,教材,978-7-5214-0588-0,,2018-12-01,69.3,中国,中文,中国医药科技出版社,,中山大学,50000.0,中山医学院,,王海河（110001）、杨霞（012134）、杨中汉（011008）、袁洁（060130）、龙石银、张海涛、牛亚梅、方淑环、齐炜炜（150175）、宇丽、宋志宏（011100）、周倜（130242）、赵青、贾连群、郭学敏（100046）、陶莎（011049）、黄朝峰（100009）、银巍（014190）、傅强,011008
182,生物化学与分子生物学精编速览,教材,978-7-5214-0572-9,,2018-12-01,49.5,,中文,中国医药科技出版社,,中山大学,50000.0,中山医学院,,杨霞（012134）、王海河（110001）、张海涛、杨中汉（011008）、龙石银、袁洁（060130）、牛亚梅、方淑环、齐炜炜（150175）、宇丽、宋志宏（011100）、周倜（130242）、赵青、贾连群、郭学敏（100046）、陶莎（011049）、黄朝峰（100009）、银巍（014190）、傅强,011008
183,西北干旱区沙漠绿洲陆气相互作用,专著,9787030554680,,2018-04-01,10.0,,中文,科学出版社,,其他,,,中科院寒区旱区环境与工程研究所,吕世华、孟宪红、奥银焕、张宇、陈世强、韩博（180086）,180086
184,工程地质与水文地质,教材,978-7-306-07272-6,,2021-09-15,32.8,,中文,中山大学出版社,,中山大学,76140.0,土木工程学院,,张清涛（150157）,150157
185,高星级酒店炫耀性营销研究,专著,9787521802092,,2019-06-01,20.0,,中文,经济科学出版社,,中山大学,40000.0,旅游学院,,黎耀奇（160208）、谢礼珊（004472）,160208、004472
186,《岭外洞宗高僧三种》之《涂鸦集》,编著,978-7-5570-0255-8,,2015-12-31,15.0,,中文,广东旅游出版社,,中山大学,11100.0,中国语言文学系,,钟东（006591）,006591
187,传禅说故,编著,978-7-5034-9371-3,,2017-08-31,27.1,,中文,中国文史出版社,,中山大学,11100.0,中国语言文学系,,钟东（006591）,006591
188,阴那山志,编著,978-7-5548-1403-1,,2016-12-15,18.0,,中文,广东教育出版社,,中山大学,11100.0,中国语言文学系,,钟东（006591）,006591
189,云门宗丛书·镡津文集,编著,978-7-5325-8077-4,,2016-08-30,29.3,中国,中文,上海古籍出版社,,中山大学,11100.0,中国语言文学系,,钟东（006591）,006591
190,《昆曲艺术大典》之《十五贯》,编著,978-7-5396-4698-5,,2016-01-31,20.0,中国,中文, 安徽文艺出版社,,中山大学,11100.0,中国语言文学系,,钟东（006591）,006591
191,云门宗丛书·雪窦重显禅师集,编著,978-7-5325-8013-2,,2016-08-30,15.2,,中文,上海古籍出版社,,中山大学,11100.0,中国语言文学系,,钟东（006591）,006591
