专家id,专家账号,专家姓名,职称,单位,一级学科,二级学科,三级学科,研究方向,论文,项目,知识产权,奖项,其他成果,已对接需求,团队id,category_id
138,170097,汤柏添,副教授,物理与天文学院,天文学,天体物理学,天体物理学其他学科,恒星与星系,2120、7250、10019、10278、10325、10327、10388、10450、10933、15589、29644、35527、38881、41358,2523、5007、11657,,,,,6646,138
139,170099,刘长剑,教授,数学学院（珠海）,,,,微分方程定性理论,8679、8680、8681、8682、8683、15394、15527、15533、15534、15535、15536、15537、15538、15834、15835、15836、15837、15838、15839、15840、39991、40097、40327,6364、9696、13428,,,,,92,136
140,170105,Tien Ming Lee,教授,生命科学学院,,,,保护科学,2675、2853、11624、11625、11626、11627、11628、11629、11630、11631、11632、11633、11634、11635、11636、11637、11638、11639、11640、11641、11642、11643、11644、11645、19892、34001、37378,6697、10875、11053、14823,,2432,,2941、5156,1494,141
141,170121,金婷婷,教授,艺术学院,,,,声乐表演与音乐理论、声乐艺术与歌诗传统关系,23212、23216、41780、42313、42314、42356、43654、43724,5792、6842、7513、8066、8709、49419、49596、49597、49917、50011,,1037、1038、1039、1040、1041、1042、1043、1044、1045、1046、1047、1238、1239、1240、1241、1242、1955、3029,134、157、158、159、191、388、1701、1883,,93,125
142,170122,陈文杰,教授,物理学院,物理学,光学,物理光学,光学,1030、7018、7019、13165、15082、18430、22741、28429、35751、37665,632、2354、2462、3011、10868、11029、14377、49862,,,,,6594,27
143,170147,凌青,教授,计算机学院（软件学院）,计算机科学技术,计算机科学技术基础学科,算法理论,分布式大数据处理,6098、6152、6811、8444、8445、8446、8447、8581、16694、16696、16698、16704、16706、16708、16710、16711、16712、16713、16714、16715、16716、16727、16728、16734、20857、20858、20859、20860、20861、20902、21949、44036、44380、44381、44382、44383、44385、44387、45637,751、2145、2326、7970、8519、9470、12013、13044、13180、13183、50120,,,,2966,3751,38
144,170151,金运姜,副教授,电子与信息工程学院（微电子学院）,,,,光电材料与器件,,25、4682、5553、7216、12306,,,,3200,94,20
145,170215,徐涛,教授,中山医学院,基础医学,医学细胞生物学,,肿瘤免疫与免疫代谢,3518、16107,2016、6217、7092、7867、8615、9654、11558、11950、51670、51744、51772,,,,5257,628,51
146,170217,王继河,副教授,航空航天学院,航空、航天科学技术,飞行器控制、导航技术,,分布式航天器系统动力学与控制,1998、2375、6867、6869、13137、13141、18222、18223、18224、22746、31350,2720、3198、3642、4135、4850、11577、51884、51898,2946、2947、2948、2949、5406,,,3841、4008、4511,6646,138
147,170278,王山峰,教授,材料科学与工程学院,材料科学,有机高分子材料,功能高分子材料,高分子生物医用材料,17140、18704、18705、18706、18707、40259、45139,7213、12047,3695、3743、3744、3745、3746、3747、3753、3754,3359、3360,,,823,60
148,170280,朱炬波,教授,人工智能学院,,,,智能感知,1582、1583、1584、1705、2883、6870、6871、6872、16691,2720、8069、8323,,2800、4271、4478、4821、5431、5549、7511、8615、8914、8971,,,6646,138
149,170283,陈鹏飞,副教授,计算机学院（软件学院）,,,,分布式系统、云计算、区块链、大数据,6379、19890、19899、19910、20149、24381、24431、30574、39177、44313、44314、44315、44316、44317、44318、44319、45236、45237、45245、45645、46073,2528、3618、5557、8668、9489、9614、10202、11075、11272、12574、12843、13330、14295,3022、3023、3024、3025、3026、3188、3190、5294,2885、4201、8351、8583,,2093、3089、3615、3815、3922、4100、4186、4865、5063、5332,2071,36、34、40
150,170287,苏勤亮,副教授,计算机学院（软件学院）,计算机科学技术,人工智能,人工智能理论,机器学习、人工智能,5849、17453、19026、19027、20714、20715、21030、44207、44324、44325、44769、45151、45296、45300、45318、45517、45547、45623、46151、46179,3602、5816、7230、7981、10239、10517、12834、12985、13004、13530、14192、14435,3029、3030、3031,1509,,3708、4175,95,37
151,170288,冯万鹏,副教授,地球科学与工程学院,地球科学,固体地球物理学,地壳与地形变,空对地观测,707、13243、35545、35802、36363、39521、39861、40810,428、3089、3090、3676、5866、6118、6826、7096、7126、9600、10254、10452、12946,,,,4140、4940、5302,5853,141
152,170291,王凡,副教授,大气科学学院,地球科学,大气科学,大气科学其他学科,同位素地球化学,197、1173、7313、29525、29846、36673,359、502、5751、5782、7112、7154、7318、7860、10764、12817、49619、50347、51393,,,,,6637,140、141
153,170296,余钊焕,副教授,物理学院,物理学,高能物理学,粒子物理学,粒子物理理论,62、18398、20866、23573、25416、30185、30588、35460、35814、37482、38351、38871、39867,14175、14380,,3660、4233、4538、6144、6487、7729、8995,,,5497,137
154,170267,徐波,教授,航空航天学院,航空、航天科学技术,航空、航天科学技术基础学科,航天动力学,航天动力学与控制,3612、5886、5887、8569、11334、11335、11336、11339、11340、11345、11348、11352、11355、11357、11358、11359、11360、11362、11363、11366、11367、11368、11370、11371、11373、11374、11375、11377、11378、11382、11389、11398,416、8071,,,,1880、2012,96,138、70
155,170276,屠友祥,教授,中国语言文学系（珠海）,文学,文学理论,,语言哲学，符号学与现代法国文论，先秦诸子学与中国文学批评史,8744、8747、8749、8766、8767、8769、8770,13253,,,843、844、845,,97,119
156,170277,谷德峰,教授,人工智能学院,航空、航天科学技术,航空、航天系统工程,航天系统工程,卫星精密跟踪测量数据处理、轨道确定和试验评估,1579、1580、1581、1582、1583、1584、1585、1586、1587、1588、1589、1590、1591、1592、1705、2169、2883、2884、6872、15223、15229、15231、15520、16600、22746、29576、44046、44047、44052,70、2677、2720、7152、8323、14422,1578、3755、5194,4459、5042、5349、7919,,3338,6646,138
157,723942,廖文华,医师,孙逸仙纪念医院,,,,无,,14068,,,,,98,51
158,030135,庞志勇,高级实验师,电子与信息工程学院（微电子学院）,电子与通信技术,半导体技术,集成电路技术,,6475、6739、10290、32964、36126、37472,8029、14394、15722、16630、17336、18629、18858、19777、20712、21510、21647、21843、27442、28677、30815、31492、31554、32079、33951、34631、35025、35438、37592、39986、41534、43097、43402、46458,240、4189、4582、5911,4943、5994、7679、8030,880、1906,3229,4801,21、22、20
159,040080,黄诒蓉,副教授,管理学院（创业学院）,经济学,数量经济学,数量经济学其他学科,金融计量、风险管理、量化金融、应用统计,9190、9447、9448、9449、9450、9451、9452、9453、9454、9455、9456、9457、9458、9459、9460、9461、9462、9463、9464、9465、9466、9467、9468、42635,3342、3380、5098、8235、12883、14764、20673、20741、22968、35699、37224、37905、40054、43639、44477、50389、50555、50778,,2363、2605、2606、2607、2608、5241、6591、7065、7437、8180、8677,138、788,117,3034,132
160,040143,黄丽华,助理研究员（社会科学）,党委统战部,,,,,,2520、14659、14806、14816、14820、15949、15950、15953、31649,,,,,99,144
161,041027,舒大龙,主治医师,附属第一医院,,,,口腔颌面外科,,20320、28596、38702、41068、44253、44850、45452、46422,,,,,100,51
162,042010,赖东明,副主任医师,孙逸仙纪念医院,,,,无,,30104、30402、34500、36224、36225、36581、36984、36997、38010、40868、41114、41642、42185、42411、45188,,,,,101,51
163,042016,吴卓,副主任医师,孙逸仙纪念医院,,,,无,,3486、4624、5636、19027、24702、27668、29053、29054、38753、38856、40190、46143,,,,,102,51
164,043506,蔡清清,主任医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,3553、3824、8364、9686、10183、10210、19125、21795、22496、27850、31646、32901、34310、36243、37458、39343、40786、42344、42494、43536、43735、45170、45194,,,,,103,51
165,043510,李志铭,教授,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,肿瘤学,,无,309、625、634、14760、14925、26817、29347,135、8791、9686、10183、13869、15202、20824、22756、23839、25492、25779、26107、26130、27519、36114、36241、36755、41485、44974、45383、45810、45878、46683、47068、47358、47949,,,,,104,51
166,045511,王颖,主治医师,附属口腔医院,,,,无,,26895,,,,,105,51
167,045512,胡晓文,副教授,附属口腔医院,,,,无,,40546、42363、43956、44994、45441、47070,,,,,106,51
168,170166,徐翌茹,副教授,外国语学院,外国语言文学,法语语言文学,,,8224、8225、8499、8505、8506、8547、8551、8552、8593、8623、8742、8743、8745、8746、10254、21117、44505、44506、44507、44510、46705、46737,2464、2885、3350、4139、4210、6851、7496、10934、14878、50043,,,826,,107,124
169,170168,沈旭章,教授,地球科学与工程学院,地球科学,固体地球物理学,地震学,地震学 地球内部物理,8309、8315、8316、8333、8334、8335、8336、8337、8338、8339、8340、8341、8343、8344、8345、8346、8347、8348、8349、8350、8351、8352、8824、10380、12769、12776、13002、13004、13009、13013、13022、33224,395、433、3139、3819、7126、9600、12626、13635、14281、15345、15504、17017、22281,,2009,24,3307、4161,5853,130
170,170169,李伦,副教授,地球科学与工程学院,地球科学,固体地球物理学,地震学,地震学,2384、8307、8823、8824、8825、8826、8827、8828、24958、27023、28586、46739、46740,395、625、3675、3808、4173、7125、9601、11308、13020、13635、14283、14383、51976,,,24,3307、4034,108,141
171,170172,李芳,副教授,数学学院,数学,偏微分方程,非线性偏微分方程,偏微分方程,5096、23343、37609、39451、40757,11340、12230、13374,,1124、8187,,,109,136
172,170173,毕冬勤,教授,材料科学与工程学院,材料科学,材料科学基础学科,材料科学基础学科其他学科,钙钛矿太阳能电池,18027、18028、18029、18030、18031、18033、18537,381、2714、3644、7213、9473、9817、11010、12720、12798、14225,2316,,,,110,62
173,170175,李岩,副教授,材料科学与工程学院,,,,计算材料学,904、1398、2124、3137、3138、7679、7680、7681、7772、7773、7774、8173、8174、8175、8176、8177、8179、9391、10132、10136、10137、10138、10140、29379、42734,6658、8064、10035、12054、13127、49651,,2464,,,218,68
174,170176,彭飞,副教授,材料科学与工程学院,,,,生物纳米材料,18876、18879、23342、23412、23413、23414、23415、23416、23417、23418、23419、23420、26725、28529、32203、32221、35641、36542、37353、39037、41312、41680、41682、41683、41686、41687、41688、41689、41804、41807、41808、41811、42636,4399、4694、12048、13304、14230、28625、49656、49677、52493,5298、5861,4719、5170、8154、8669,,,5739,58
175,170180,李惠琳,教授,药学院,药学,药学其他学科 ,,生物质谱,7124、7126、11576、11578、11579、11585、35298、39900、39964,2474、4960、10901、11351、12918、13870、50930,2912,2427、2819,,,111,45
176,170181,李昕,教授,医学院,,,,表观基因组,901、8386、8387、8388、13462、13787、14714、14719、30438,471、7092、9847、13904、14993、50961、50982、51148、51448,2842,6608、7211,1065,,4618,51
177,170189,丁鑫,副教授,药学院（深圳）,,,,抗菌药物材料,5119、10255、15872、24927、29516、31250、31441、37379,73、5000、9852、14033、14039,1733,,,,4773,45
178,170191,杨劲,教授,外国语学院,,,,德语文学,11727、11758、11776、11777、11778、11779、11780、44735、46780,15359、22934、49884,,2227、2228,722、725、726,,112,119
179,170195,詹成,教授,外国语学院,,,,口译研究、翻译学,3922、3929、10243、10245、10247、10248、10249、21078、21079、21080、46738,6762、9340、49781、49866、50078,,679、773、2955、3279、3280、3281、3282、3742、4452、4960、5348、6892、7120、7927、9137,819、1209、2096、2221,,113,124
180,170196,王桃花,教授,外国语学院,外国语言文学,英语语言文学,,英美文学,8617、8618、8619、8620、8621、8622、8695、8697、8698、8699、10236、10237、10238、10239、10240、10241,3258、4209、6853、7014、10062、13396、49998、50129,,2335、3467、8056、8796、9180、9239,2184,,114,117
181,170198,谭学志,副教授,土木工程学院,水利工程,水利工程基础学科,水利工程基础学科其他学科,变化环境与水文水资源,16678、21783、25916、29031、34769、35686、35798、35886、36914、38388、38425、38469、39127、39393、39487、39522、39579、40092、40135、40811、40991、41425,174、2762、6398、7121、7542、9608、11324、11603、14320、14339、15292、49774、50349,,1498、1500,1419,3266、3272、3280、3665,5511,80、81
182,170199,杨亚斌,副教授,材料科学与工程学院,材料科学,金属材料,金属材料其他学科,3D打印、智能制造、数值模拟计算,2904、18706、19370、19398、19399、19400、19403、19422、20068,4843、5903、7213、7260、10028,2896,,,4028,823,59、56、60
