企业id,企业名称,统一社会信用代码,企业描述,注册资本,keywords,category_id
1012,广东银海有色金属渣业集团有限公司,91440224792917799Y,广东银海有色金属渣业集团有限公司成立于2006年08月25日，注册地位于仁化县丹霞街道群乐村，法定代表人为吴壮海。经营范围包括有色金属的加工、综合回收利用及销售；贵重金属加工、综合回收利用及销售；工业废渣、废料回收利用；“三废”处理回收利用；有色金属及贵重金属加工贸易；经营来料加工和“三来一补”业务；销售：冶金渣料、工矿配件、机电产品、五金交电、劳保用品。（以上经营项目法律、行政法规禁止的项目除外，法律、行政法规限制的项目取得许可后方可经营）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东银海有色金属渣业集团有限公司对外投资5家公司。,"5,000万(元)",工业废渣|冶炼|稀有金属|有色金属|银海,88
1013,广东银珠医药科技有限公司,91440400MA4W3Q8NXA,广东银珠医药科技有限公司成立于2016年12月23日，注册地位于佛山市顺德区乐从镇岭南大道南2号中欧中心A栋7层726室，法定代表人为池研生。经营范围包括医学研究与试验发展；医药技术研发；技术开发、技术转让、技术咨询、技术服务、技术推广（国家禁止和限制的除外）；研制、生产和销售胶囊、软膏剂、片剂等自行开发的产品；项目投资。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东银珠医药科技有限公司对外投资2家公司，具有2处分支机构。,"1,324.505万(元)",转让|咨询|中欧中心,45
1014,广东锐晟科学技术服务有限公司,91441200MA52MNR61M,广东锐晟科学技术服务有限公司成立于2018年12月14日，注册地位于肇庆高新区建设路创业服务中心2A083室，法定代表人为谢杰。经营范围包括一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息技术咨询服务；软件开发；计算机软硬件及辅助设备批发。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,500万(元),技术开发|技术咨询|技术服务|技术培训|软件开发,53
1015,广东锐涂精细化工有限公司,91441881564589404U,广东锐涂精细化工有限公司成立于2010年11月17日，注册地位于英德市东华镇清远华侨工业园精细化工基地，法定代表人为杨胜廷。经营范围包括许可项目：危险化学品生产；建设工程施工；道路货物运输（不含危险货物）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。一般项目：非居住房地产租赁；自然科学研究和试验发展；信息咨询服务（不含许可类信息咨询服务）；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。广东锐涂精细化工有限公司对外投资2家公司，具有1处分支机构。,"2,000万(元)",进出口|科学研究|建设工程施工|信息技术咨询|道路货物运输|房屋出租|化工|危险化学品生产|技术进出口,90
1016,广东锦湖日丽高分子材料有限公司,9.14406E+17,广东锦湖日丽高分子材料有限公司成立于2009年09月16日，注册地位于佛山市高明区明城镇合和大道13号（住所申报），法定代表人为辛敏琦。经营范围包括一般项目：工程塑料及合成树脂制造；工程塑料及合成树脂销售；合成材料制造（不含危险化学品）；合成材料销售；生物基材料制造；生物基材料销售；塑料制品制造；塑料制品销售；玻璃纤维增强塑料制品制造；玻璃纤维增强塑料制品销售；新材料技术研发；新材料技术推广服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）广东锦湖日丽高分子材料有限公司具有1处分支机构。,"2,500万(元)",塑料制品|合成树脂|生物基材料|工程塑料|合成材料,60
1017,广东长正建设有限公司,91440400MA5110HN93,广东长正建设有限公司成立于2017年11月15日，注册地位于珠海市高新区唐家湾镇金唐路1号港湾1号科创园3栋2层217室，法定代表人为陈大刚。经营范围包括章程记载的经营范围：市政道路桥梁工程、房屋建筑工程、水利水电工程、机电设备安装工程、钢结构工程、地基基础工程、建筑装饰工程、隧道工程、环保工程、城市及道路照明工程、建筑设计（以上项目凭资质经营）、商品、材料、设备的批发与零售、咨询服务、土石方、园林绿化工程、市政基础设施运营养护、预制构件生产、房屋租赁、物业服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东长正建设有限公司对外投资1家公司，具有1处分支机构。,"20,000万(元)",机电设备安装工程|水利电力工程|房屋建筑工程|钢结构工程|市政道路桥梁工程,83
1018,广东长虹电子有限公司,91442000754524396G,广东长虹电子有限公司成立于2003年09月27日，注册地位于中山市南头镇兴业北路1号，法定代表人为杨金。经营范围包括生产、销售：视频设备、视听设备、电池产品、计算机网络设备、数码相机、摄录一体机、机械产品、计算机产品、通讯产品及设备、纸箱、厨房电器、小家电、电冰箱、洗衣机、空调器、泡沫塑料制品、电子元件、电子器件、电子产品零配件；电子出版物制作；原辅材料的出口业务以及国内销售业务；研发生产电视生产线体及模具；网上销售本公司生产的产品；设备租赁业务；电子产品及零配件维修；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技除外；投资高新科技产业及实业；销售：机械设备、电子设备；房地产开发经营；工业用房出租、商业营业用房出租、办公楼出租；印刷品印刷；物业管理服务；企业管理咨询服务；医疗器械生产；第二类、第三类医疗器械经营；销售：第一类医疗器械；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）；生产、销售：劳保口罩。（以上经营范围涉及货物进出口、技术进出口）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓广东长虹电子有限公司对外投资3家公司。,"50,000万(元)",电池|空调器|网络设备|计算机|电子元件|厨房电器|物业|冰箱|口罩|电子产品零配件,20
1019,广东阜基安全技术有限公司,9.14401E+17,广东阜基安全技术有限公司成立于2014年03月11日，注册地位于广州市天河区中山大道西路6号、8号夹层自编E-Y32房号，法定代表人为荆智强。经营范围包括消防技术服务;通用设备制造（不含特种设备制造）;信息安全设备制造;安全、消防用金属制品制造;五金产品批发;电子产品销售;计算机软硬件及辅助设备批发;信息安全设备销售;消防器材销售;建筑材料销售;智能机器人销售;日用百货销售;工业自动控制系统装置销售;互联网销售（除销售需要许可的商品）;信息技术咨询服务;企业管理咨询;软件开发;新材料技术推广服务;五金产品研发;机械设备研发;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;新兴能源技术研发;新材料技术研发;工程和技术研究和试验发展;货物进出口;广东阜基安全技术有限公司对外投资1家公司。,"2,000万(元)",机械制造研发|信息安全设备销售|技术开发|智能家居销售|安全技术|建筑材料销售|五金产品批发|通用设备制造|货物进出口|互联网销售,53
1020,广东阳茂高速公路有限公司,9144000074170833XN,广东阳茂高速公路有限公司成立于2002年07月23日，注册地位于广州市越秀区白云路83号12楼，法定代表人为李克文。经营范围包括投资建设、经营管理阳江至茂名段高速公路及其配套服务项目的开发。广东阳茂高速公路有限公司对外投资1家公司。,"20,000万(元)",公路建设|项目开发|投资|运营管理|外商投资,53
1021,广东隆信激光智能装备有限公司,91440605068500992K,广东隆信激光智能装备有限公司成立于2013年04月26日，注册地位于佛山市南海区丹灶镇桂丹西路58号A1厂房（住所申报），法定代表人为夏国章。经营范围包括研发：激光自动化技术、机器人自动化技术、智能装备应用技术；研发、加工、安装、制造、销售、维修：机械设备、智能装备、自动化生产线、机器人系统集成、设备零配件；货物进出口（国家禁止或涉及行政审批的货物进出口除外）；技术进出口（国家禁止或涉及行政审批的技术进出口除外）；科技推广和应用服务业。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东隆信激光智能装备有限公司对外投资1家公司。,"1,000万(元)",机械设备|激光|机器人|自动化生产线|智能化,91
